"","MFMRCFS0322","MFMRCFS0422","MFMRCFS0522","MFMRCFS0622","MFMRCFS0722","MFMRCFS0822","MFMRCFS0922","MFMRCFS1022","MFMRCFS1122","MFMRCFS1222","MFMRCFS1322","MFMRCFS1422","MFMRCFS1522","MFMRCFS1622","MFMRCFS1722"
"Actinomyces procaprae",112,39,70,34,82,47,55,65,55,40,35,43,36,18,0
"Actinomyces qiguomingii",116,47,84,32,34,40,80,100,30,20,46,36,39,0,0
"Actinomyces radicidentis",165,135,143,62,202,37,67,100,57,24,84,55,23,0,0
"Actinomyces respiraculi",73,20,98,21,58,27,66,46,24,33,30,32,0,0,0
"Actinomyces slackii",64,28,78,26,58,22,48,42,18,26,26,16,0,12,0
"Actinomyces sp. 432",101,49,100,19,98,31,79,35,29,23,35,18,22,12,0
"Actinomyces sp. Chiba101",83,24,22,10,40,12,30,18,20,0,12,13,0,0,0
"Actinomyces sp. HMT 175",0,0,50,0,64,0,0,0,0,0,0,0,0,0,0
"Actinomyces sp. HMT897",0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
"Actinomyces sp. MAS-1",80,30,30,18,46,0,68,28,32,30,26,10,17,12,0
"Actinomyces sp. oral taxon 169",44,53,26,0,60,46,39,29,45,0,0,0,0,0,0
"Actinomyces sp. oral taxon 171",130,49,58,75,37,30,57,115,42,41,96,0,0,0,0
"Actinomyces sp. oral taxon 414",294,119,206,159,122,105,126,116,87,59,73,70,38,28,0
"Actinomyces sp. oral taxon 897",112,0,74,0,32,0,86,43,87,0,47,0,0,0,0
"Actinomyces sp. Z16",158,80,123,49,125,59,70,49,40,22,37,0,54,0,0
"Actinomyces sp. zg-332",0,0,0,0,0,16,29,16,16,18,18,0,0,12,0
"Actinomyces trachealis",74,22,70,23,33,23,74,28,17,12,25,0,0,0,0
"Actinomyces viscosus",268,202,299,380,105,434,131,161,196,192,172,26,71,20,34
"Actinomyces weissii",76,36,22,20,42,16,52,30,106,36,36,14,24,10,0
"Actinomyces wuliandei",55,13,40,10,17,12,32,36,16,18,0,0,0,12,0
"Actinotignum schaalii",54,54,86,24,62,18,58,24,0,10,24,10,20,10,0
"Arcanobacterium haemolyticum",54,27,16,60,137,37,188,134,60,40,79,0,20,28,0
"Arcanobacterium phocae",32,15,30,0,11,0,68,10,0,0,0,0,0,0,0
"Arcanobacterium phocisimile",34,0,45,24,24,0,106,16,32,23,21,0,0,10,18
"Arcanobacterium sp. 2701",14,0,0,0,0,0,43,14,10,0,20,0,21,0,0
"Boudabousia tangfeifanii",32,14,28,0,16,12,58,24,32,24,20,10,14,0,0
"Changpingibacter yushuensis",121,43,104,40,55,112,104,161,35,29,112,32,26,28,0
"Fannyhessea vaginae",32,24,18,14,16,28,102,56,52,12,34,14,14,10,14
"Flaviflexus ciconiae",59,21,0,20,38,11,44,56,22,26,54,14,12,26,0
"Flaviflexus salsibiostraticola",249,25,66,73,116,77,98,158,38,24,74,114,19,22,0
"Flaviflexus sp. dk850",132,0,45,47,37,0,73,91,17,0,53,33,20,0,0
"Mobiluncus curtisii",79,24,39,18,64,49,281,107,62,22,84,25,21,14,12
"Nanchangia anserum",60,24,28,22,30,0,38,20,64,22,12,16,46,10,0
"Pauljensenia hongkongensis",355,49,71,114,106,143,134,148,22,19,80,95,31,36,0
"Schaalia cardiffensis",101,29,41,47,40,21,64,41,55,27,29,27,17,0,10
"Schaalia meyeri",150,56,52,34,50,52,108,60,34,26,46,14,10,0,0
"Schaalia odontolytica",259,82,162,92,89,130,202,116,45,55,74,38,28,24,18
"Schaalia sp. 19OD2882",108,40,42,38,54,56,76,40,42,20,42,18,12,14,10
"Schaalia sp. JY-X169",28,20,42,16,22,10,66,32,26,12,26,12,0,0,0
"Schaalia sp. ZJ405",43,26,35,26,18,23,59,41,14,16,35,24,16,14,12
"Schaalia turicensis",503,306,162,121,181,63,190,175,42,32,52,42,47,41,0
"Trueperella bialowiezensis",38,16,44,12,10,0,32,36,14,18,16,0,16,42,22
"Trueperella pecoris",126,35,86,34,75,64,97,87,62,24,62,44,45,17,13
"Trueperella pyogenes",365,71,252,110,108,43,424,297,47,48,113,67,22,26,28
"Actinopolyspora erythraea",68,14,50,22,50,20,76,34,22,18,36,10,0,0,0
"Bifidobacterium actinocoloniiforme",102,326,444,44,380,48,46,40,164,68,34,28,86,32,22
"Bifidobacterium adolescentis",2162,50945,71663,4846,60872,208,554,288,48502,13888,148,438,15834,3302,1689
"Bifidobacterium angulatum",8065,316996,435203,27074,416836,67,529,225,363461,101731,4995,2261,118717,19848,10935
"Bifidobacterium animalis",3050,3965,6101,1195,8165,316,1209,1568,4214,1381,2122,476,1630,297,203
"Bifidobacterium asteroides",246,618,872,154,822,68,152,120,450,144,120,50,222,60,30
"Bifidobacterium bifidum",672,8253,13143,910,11725,115,215,283,15862,4819,161,155,5093,764,373
"Bifidobacterium breve",672,9903,14246,1113,13069,241,465,404,10396,3342,435,183,3476,703,323
"Bifidobacterium catenulatum",671,11035,16100,1104,13243,143,350,231,9772,3008,236,131,4581,750,397
"Bifidobacterium choerinum",871,3289,4933,544,4379,212,264,339,2723,868,317,169,933,212,141
"Bifidobacterium coryneforme",36,44,80,0,63,0,39,14,29,12,0,0,0,0,0
"Bifidobacterium dentium",642,14979,20461,1249,18861,156,208,125,18254,5528,106,175,6841,1167,590
"Bifidobacterium eulemuris",359,5466,7891,476,6734,103,147,123,5733,1795,57,87,1547,244,130
"Bifidobacterium imperatoris",335,2020,2294,134,1838,100,142,70,1836,643,76,42,577,82,33
"Bifidobacterium indicum",15,24,29,0,28,58,35,0,39,17,0,0,0,16,0
"Bifidobacterium lemurum",486,4547,5915,398,5001,64,242,119,5083,1673,93,79,1439,247,153
"Bifidobacterium longum",2235,28695,42424,2952,35893,429,992,729,26979,8083,1457,627,11089,2269,1370
"Bifidobacterium pseudocatenulatum",843,24696,31477,2062,26494,124,389,139,19560,6108,110,158,6914,919,500
"Bifidobacterium pseudolongum",462,4043,5596,365,5153,108,204,201,4170,1291,144,115,1167,258,161
"Bifidobacterium pullorum",734,6669,9741,689,9783,127,229,178,5195,1619,88,128,1992,421,236
"Bifidobacterium saguini",301,1700,2399,206,1717,156,164,138,2825,967,83,65,570,150,82
"Bifidobacterium scardovii",556,8415,12804,786,11246,92,162,126,7913,2636,94,112,2702,464,218
"Bifidobacterium subtile",293,1306,1895,166,1604,58,111,103,1621,587,91,35,629,121,84
"Bifidobacterium thermophilum",188,3420,4024,264,3554,72,100,66,3482,1130,77,59,1436,241,105
"Gardnerella leopoldii",0,0,0,0,28,0,53,22,22,0,0,0,0,0,0
"Gardnerella vaginalis",53,67,85,37,36,24,134,58,86,71,36,23,45,80,36
"Parascardovia denticolens",145,180,219,36,214,36,111,106,96,32,75,12,54,30,10
"Scardovia inopinata",28,16,20,0,14,26,72,48,60,30,28,18,24,14,0
"Candidatus Nanopelagicus abundans",0,0,0,0,0,0,12,0,0,0,10,0,0,0,0
"Candidatus Nanopelagicus hibericus",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"Candidatus Nanopelagicus limnes",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Candidatus Planktophila dulcis",26,12,21,12,0,20,19,19,21,24,14,18,10,16,0
"Candidatus Planktophila lacus",23,16,16,0,0,0,65,52,0,12,20,14,12,0,0
"Candidatus Planktophila limnetica",16,0,10,0,0,0,10,43,0,0,34,0,20,0,0
"Candidatus Planktophila sulfonica",19,10,17,18,0,0,13,14,15,0,0,0,0,0,0
"Candidatus Planktophila vernalis",0,0,12,0,12,0,28,19,0,0,0,0,0,0,0
"Candidatus Planktophila versatilis",24,12,0,0,21,0,73,33,12,14,12,0,0,13,0
"Catenulispora acidiphila",259,124,172,94,126,70,154,108,40,26,76,48,24,18,0
"Corynebacterium ammoniagenes",38,10,24,24,13,0,46,21,32,24,18,25,0,0,0
"Corynebacterium amycolatum",0,0,95,127,101,0,104,211,0,26,0,154,0,0,0
"Corynebacterium anserum",36,0,20,14,18,20,16,28,18,24,16,0,0,0,0
"Corynebacterium aquilae",50,18,46,28,18,16,64,40,18,12,32,20,12,44,30
"Corynebacterium argentoratense",34,0,28,0,24,0,38,24,24,0,0,0,0,0,0
"Corynebacterium atypicum",104,20,44,25,19,27,101,48,16,18,44,0,0,10,0
"Corynebacterium aurimucosum",127,35,113,51,48,43,73,51,43,35,25,27,30,0,0
"Corynebacterium bovis",56,18,30,28,34,18,50,30,20,14,22,22,14,0,0
"Corynebacterium callunae",56,19,48,18,23,0,69,55,33,24,0,30,0,0,0
"Corynebacterium camporealensis",69,34,37,51,14,21,22,22,18,18,16,0,22,22,0
"Corynebacterium casei",761,168,195,441,242,0,982,1144,259,156,1060,0,0,0,0
"Corynebacterium choanae",42,16,20,10,24,12,62,16,16,16,22,18,0,0,0
"Corynebacterium comes",56,46,93,23,126,0,32,19,18,10,17,16,0,0,0
"Corynebacterium coyleae",81,30,44,16,73,19,24,51,14,16,23,0,0,0,0
"Corynebacterium crudilactis",74,0,128,69,149,14,381,93,54,23,0,0,40,23,0
"Corynebacterium cyclohexanicum",98,56,32,26,46,24,93,71,64,54,44,23,10,20,12
"Corynebacterium cystitidis",12,26,36,52,24,20,24,20,26,0,20,10,0,0,0
"Corynebacterium deserti",34,28,57,14,24,0,222,61,45,23,16,0,0,0,0
"Corynebacterium diphtheriae",140,57,88,21,36,63,59,102,42,40,61,0,19,17,0
"Corynebacterium doosanense",238,83,73,47,86,59,120,66,31,24,84,0,37,26,0
"Corynebacterium efficiens",46,71,62,29,85,24,71,17,36,42,15,17,33,0,0
"Corynebacterium endometrii",69,0,28,18,42,20,66,18,28,16,14,0,14,0,0
"Corynebacterium epidermidicanis",36,0,24,0,10,14,28,22,28,28,12,18,10,12,0
"Corynebacterium falsenii",457,113,154,132,211,225,149,299,37,31,241,155,42,36,43
"Corynebacterium flavescens",60,25,58,20,36,14,87,59,16,14,29,14,17,24,13
"Corynebacterium frankenforstense",88,50,76,36,70,36,62,48,50,24,42,22,22,0,0
"Corynebacterium freneyi",102,60,72,30,86,38,122,39,20,12,49,39,10,0,0
"Corynebacterium genitalium",108,22,35,27,43,0,89,67,16,0,48,32,16,0,0
"Corynebacterium gerontici",69,14,54,14,16,26,32,22,14,18,40,10,0,0,0
"Corynebacterium glaucum",73,24,40,22,58,12,40,38,18,10,22,22,0,0,0
"Corynebacterium glucuronolyticum",122,48,61,68,64,29,70,87,36,23,47,34,0,0,18
"Corynebacterium glutamicum",502,327,446,237,417,224,6895,327,1679,1064,263,148,231,124,64
"Corynebacterium glyciniphilum",62,138,62,20,70,22,106,38,36,68,38,10,12,10,0
"Corynebacterium halotolerans",70,28,46,28,50,28,26,26,16,24,0,22,16,0,0
"Corynebacterium hindlerae",15,0,16,0,0,0,26,0,0,0,0,0,0,0,0
"Corynebacterium humireducens",46,20,32,22,42,0,134,36,16,0,26,10,10,0,0
"Corynebacterium imitans",199,17,54,31,94,37,72,73,45,0,52,25,26,0,0
"Corynebacterium incognita",73,21,120,43,35,45,51,64,33,23,69,17,0,0,0
"Corynebacterium jeikeium",827,172,353,372,221,287,267,441,94,47,236,212,68,99,116
"Corynebacterium kalinowskii",94,33,103,54,74,10,76,25,24,12,42,0,0,20,15
"Corynebacterium kefirresidentii",190,45,157,102,45,0,22,55,45,14,65,51,0,0,0
"Corynebacterium kroppenstedtii",86,52,58,28,60,32,38,76,42,14,45,16,26,0,10
"Corynebacterium kutscheri",19,14,43,21,12,17,55,17,0,14,0,0,0,0,0
"Corynebacterium lactis",195,36,24,91,48,39,62,78,24,18,54,25,14,0,0
"Corynebacterium liangguodongii",54,22,34,14,36,10,48,22,26,12,24,14,0,0,10
"Corynebacterium lizhenjunii",40,28,48,18,26,22,48,24,30,14,12,22,0,0,0
"Corynebacterium lujinxingii",112,29,54,37,24,54,58,67,17,0,47,53,19,0,0
"Corynebacterium macginleyi",38,24,24,16,10,97,34,14,38,60,10,0,10,30,10
"Corynebacterium marinum",101,18,43,52,81,60,42,37,19,18,30,32,16,17,0
"Corynebacterium maris",66,32,51,27,28,25,63,45,22,20,36,0,0,0,0
"Corynebacterium matruchotii",60,52,92,32,40,42,46,44,156,76,22,12,14,14,0
"Corynebacterium minutissimum",55,21,48,26,45,0,51,54,12,0,56,39,0,0,0
"Corynebacterium mustelae",22,16,0,0,12,20,34,20,16,14,0,12,0,10,0
"Corynebacterium mycetoides",87,18,35,31,36,32,33,29,16,18,35,31,0,0,0
"Corynebacterium nuruki",68,64,48,36,60,18,98,36,26,44,24,0,0,14,0
"Corynebacterium occultum",52,22,22,30,22,30,36,40,12,28,16,10,14,0,0
"Corynebacterium pelargi",20,14,24,16,20,0,32,14,30,12,14,12,0,0,0
"Corynebacterium phocae",26,12,40,10,28,20,44,46,18,28,10,14,18,10,0
"Corynebacterium propinquum",137,46,47,18,45,32,57,171,28,33,62,26,25,15,0
"Corynebacterium provencense",64,36,30,22,22,12,64,42,26,32,20,18,12,10,0
"Corynebacterium pseudopelargi",27,0,12,0,0,0,14,14,14,14,10,0,0,0,0
"Corynebacterium pseudotuberculosis",37,18,18,18,20,0,42,14,32,24,14,0,10,0,0
"Corynebacterium qintianiae",37,16,26,14,26,10,18,10,0,16,0,0,10,0,0
"Corynebacterium renale",49,25,31,15,64,20,43,21,44,38,24,15,14,12,0
"Corynebacterium resistens",281,70,54,0,40,72,83,203,34,22,0,69,48,0,0
"Corynebacterium riegelii",90,45,80,23,62,25,59,35,35,45,55,19,24,16,16
"Corynebacterium rouxii",29,14,43,0,13,11,32,11,16,12,0,13,0,0,0
"Corynebacterium sanguinis",92,21,58,31,39,0,55,46,11,11,33,20,0,0,0
"Corynebacterium segmentosum",24,12,44,12,14,10,24,18,26,10,16,0,12,0,0
"Corynebacterium silvaticum",17,14,29,17,16,0,26,19,20,16,15,0,0,0,0
"Corynebacterium simulans",221,58,131,46,117,79,108,255,58,22,236,0,65,0,0
"Corynebacterium singulare",123,38,127,45,88,39,65,65,56,31,0,0,0,0,0
"Corynebacterium sp. 1864",37,0,0,0,0,0,20,0,0,16,0,0,0,0,0
"Corynebacterium sp. 4H37-19",22,16,10,0,0,0,38,20,10,14,0,10,0,12,0
"Corynebacterium sp. CNCTC7651",78,20,54,24,38,24,56,18,22,18,16,0,22,14,10
"Corynebacterium sp. FDAARGOS 1242",98,0,0,0,91,0,78,0,0,0,0,0,0,0,0
"Corynebacterium sp. NML98-0116",125,75,86,51,54,0,97,109,38,39,60,46,32,43,0
"Corynebacterium sp. sy039",16,10,0,0,0,0,38,12,14,0,18,0,10,30,16
"Corynebacterium sphenisci",68,40,64,26,92,34,82,30,20,24,22,12,22,10,0
"Corynebacterium stationis",27,16,19,19,15,21,68,15,38,18,0,13,0,19,17
"Corynebacterium striatum",559,110,145,142,190,128,187,276,51,33,171,136,93,58,46
"Corynebacterium suranareeae",19,10,13,23,11,15,303,24,215,197,0,0,0,0,0
"Corynebacterium terpenotabidum",39,16,45,18,28,16,76,30,12,14,0,0,10,0,0
"Corynebacterium testudinoris",47,20,32,31,12,25,36,28,28,16,17,15,0,18,0
"Corynebacterium timonense",40,18,48,18,36,0,26,26,10,0,36,12,0,0,0
"Corynebacterium tuberculostearicum",770,89,261,144,139,186,257,429,67,40,222,192,52,81,36
"Corynebacterium ulcerans",57,30,31,18,16,83,44,36,46,22,18,18,12,0,0
"Corynebacterium urealyticum",531,51,120,205,191,75,175,286,43,16,456,86,30,0,0
"Corynebacterium ureicelerivorans",196,75,94,41,88,43,61,98,19,18,52,0,13,0,0
"Corynebacterium urogenitale",28,14,24,22,28,20,30,28,16,20,16,10,14,12,0
"Corynebacterium uterequi",70,24,60,24,40,18,86,38,20,28,38,14,0,0,0
"Corynebacterium variabile",363,134,129,133,86,59,6076,121,422,700,130,0,41,42,0
"Corynebacterium vitaeruminis",168,63,101,68,91,70,107,65,68,36,36,27,49,47,26
"Corynebacterium xerosis",162,45,76,50,85,39,128,105,32,24,84,65,29,19,0
"Corynebacterium yudongzhengii",98,32,50,26,86,44,70,58,42,32,32,24,10,16,0
"Corynebacterium zhongnanshanii",46,14,28,20,32,14,52,30,42,20,18,0,0,0,0
"Dietzia lutea",31,26,45,0,29,23,63,24,0,10,12,19,15,0,0
"Dietzia psychralcaliphila",115,18,107,37,55,40,87,63,44,24,48,0,20,0,0
"Dietzia sp. oral taxon 368",155,71,69,0,103,35,165,85,0,41,71,0,0,0,0
"Dietzia timorensis",272,113,146,53,98,0,198,100,66,86,113,53,49,47,0
"Tomitella gaofuii",82,22,70,21,44,30,54,22,0,26,42,0,0,17,0
"Gordonia ajococcus",0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
"Gordonia alkanivorans",110,0,0,0,57,0,58,67,64,81,0,0,0,0,0
"Gordonia amarae",73,36,49,19,42,17,81,65,31,25,36,16,14,0,0
"Gordonia bronchialis",119,51,111,44,64,67,105,42,29,51,36,43,17,12,26
"Gordonia insulae",86,39,46,31,22,38,175,61,30,46,42,14,0,0,0
"Gordonia iterans",96,69,103,54,94,27,130,44,56,30,35,16,21,0,0
"Gordonia jinghuaiqii",60,26,36,34,36,18,46,20,24,30,24,16,10,0,0
"Gordonia otitidis",74,40,64,22,42,0,129,62,15,18,64,17,0,0,0
"Gordonia phthalatica",438,67,196,48,113,122,254,245,56,60,203,182,0,38,0
"Gordonia polyisoprenivorans",164,107,143,70,153,60,290,83,45,74,92,39,37,78,37
"Gordonia pseudoamarae",132,29,75,54,58,37,142,25,21,38,32,27,26,0,0
"Gordonia rubripertincta",157,79,74,95,167,54,147,126,0,61,79,45,41,42,0
"Gordonia sp. JH63",59,0,50,0,24,0,66,0,0,0,0,0,0,0,0
"Gordonia sp. KTR9",104,40,19,23,42,14,64,49,35,39,17,11,15,17,0
"Gordonia sp. PDNC005",64,14,38,16,20,14,168,26,14,16,14,0,0,0,0
"Gordonia sp. WA4-43",187,0,90,0,0,0,154,0,0,0,164,0,0,0,0
"Gordonia sp. YC-JH1",506,96,195,93,201,121,361,299,79,67,205,102,65,0,0
"Gordonia terrae",184,56,119,59,88,72,270,147,83,92,116,63,37,24,0
"Gordonia zhaorongruii",66,31,31,13,42,18,90,23,0,14,30,0,16,0,0
"Skermania piniformis",86,28,76,62,42,12,42,30,22,12,16,0,16,0,0
"Lawsonella clevelandensis",78,13,55,26,44,29,65,42,17,31,52,0,15,34,33
"Hoyosella subflava",72,22,30,20,30,10,44,30,18,22,16,14,16,16,12
"Mycobacterium avium",151,46,98,55,136,75,231,156,38,61,88,42,50,15,0
"Mycobacterium basiliense",64,42,62,18,28,14,56,28,12,18,14,0,12,0,0
"Mycobacterium branderi",104,33,158,32,72,33,72,40,83,19,29,21,15,10,82
"Mycobacterium canettii",93,15,68,20,30,28,35,28,12,20,52,0,0,0,0
"Mycobacterium colombiense",132,60,36,24,24,14,56,22,14,0,32,10,10,0,0
"Mycobacterium conspicuum",106,33,24,22,55,26,70,44,17,36,19,21,20,0,0
"Mycobacterium cookii",68,34,86,20,52,10,82,42,28,36,14,14,10,0,0
"Mycobacterium crocinum",28,0,22,0,36,37,26,0,24,23,0,0,17,0,0
"Mycobacterium diernhoferi",100,38,64,32,56,20,82,44,30,42,26,10,14,14,0
"Mycobacterium dioxanotrophicus",125,59,112,45,85,66,120,72,54,50,62,19,20,17,0
"Mycobacterium florentinum",46,16,26,18,46,14,40,32,10,18,30,10,14,0,0
"Mycobacterium frederiksbergense",172,80,124,58,59,45,140,67,49,51,45,15,25,0,42
"Mycobacterium goodii",94,48,61,28,47,28,71,59,34,29,39,19,24,0,0
"Mycobacterium gordonae",81,55,59,43,95,21,76,61,35,39,29,20,25,18,0
"Mycobacterium grossiae",170,68,69,29,65,33,90,80,19,38,77,29,29,10,0
"Mycobacterium haemophilum",40,20,24,0,28,0,70,24,0,10,10,18,0,0,0
"Mycobacterium heckeshornense",92,24,39,16,38,0,42,45,72,23,38,10,0,0,0
"Mycobacterium heidelbergense",35,15,35,26,35,31,72,29,21,12,24,28,19,0,0
"Mycobacterium holsaticum",60,22,62,34,52,20,100,28,18,18,52,22,16,0,0
"Mycobacterium intracellulare",245,175,121,92,117,0,154,206,165,0,163,98,0,41,0
"Mycobacterium kansasii",97,19,28,29,42,19,72,46,21,16,44,22,18,10,0
"Mycobacterium koreense",104,44,82,37,68,28,64,105,25,40,93,13,0,0,0
"Mycobacterium kubicae",107,55,75,55,77,35,101,58,28,47,38,37,42,0,0
"Mycobacterium lacus",70,28,40,40,22,16,60,36,22,16,28,24,14,10,0
"Mycobacterium lentiflavum",89,54,70,17,44,28,72,22,49,30,31,20,14,0,0
"Mycobacterium leprae",14,16,0,0,10,0,28,20,62,14,0,0,0,0,0
"Mycobacterium lepromatosis",24,0,12,16,10,0,28,0,0,0,0,0,0,0,0
"Mycobacterium malmoense",68,22,48,0,45,15,53,16,0,17,12,12,0,0,0
"Mycobacterium mantenii",48,20,27,23,31,20,72,63,21,31,41,19,15,0,0
"Mycobacterium marinum",91,40,114,0,116,0,187,49,0,86,65,0,0,0,0
"Mycobacterium marseillense",66,21,45,0,50,33,45,57,0,19,31,0,0,22,0
"Mycobacterium noviomagense",66,26,16,20,42,28,40,40,28,20,26,10,16,0,0
"Mycobacterium novum",144,0,0,0,0,0,243,0,0,0,0,0,0,0,0
"Mycobacterium ostraviense",48,19,65,16,30,18,53,22,24,19,26,19,0,0,0
"Mycobacterium paragordonae",137,35,91,252,79,16,67,60,30,35,49,19,33,13,0
"Mycobacterium paraintracellulare",165,63,0,0,120,0,129,0,0,0,0,0,0,67,0
"Mycobacterium paraseoulense",40,12,26,26,24,19,91,32,0,16,22,14,16,0,0
"Mycobacterium paraterrae",54,19,46,28,39,33,49,36,23,20,19,10,10,0,0
"Mycobacterium parmense",156,67,91,84,67,44,93,51,26,21,43,58,28,0,0
"Mycobacterium riyadhense",64,30,42,20,40,28,72,48,72,46,28,10,30,24,12
"Mycobacterium rufum",113,48,74,31,51,35,116,51,32,36,35,12,22,14,0
"Mycobacterium saskatchewanense",127,90,61,31,92,45,122,74,19,0,62,15,21,17,0
"Mycobacterium senegalense",24,0,21,0,0,0,18,19,0,0,0,0,0,0,0
"Mycobacterium seoulense",46,10,20,18,26,12,44,45,18,14,22,20,12,0,0
"Mycobacterium shigaense",63,37,38,24,47,22,78,71,20,16,38,14,0,10,0
"Mycobacterium shinjukuense",34,85,99,27,112,13,46,24,0,21,10,0,21,12,0
"Mycobacterium shottsii",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"Mycobacterium simiae",88,18,32,28,40,24,72,52,18,16,28,18,34,14,0
"Mycobacterium sp. DL440",108,16,88,38,54,16,58,44,32,32,22,0,36,32,10
"Mycobacterium sp. DL592",100,25,60,28,59,21,48,38,17,25,28,22,14,0,0
"Mycobacterium sp. EPa45",57,35,63,29,69,36,98,31,39,22,29,25,43,18,0
"Mycobacterium sp. IDR2000157661",68,106,153,34,97,23,67,54,22,16,53,34,24,25,0
"Mycobacterium sp. JS623",80,28,38,36,46,58,214,36,32,90,32,32,16,10,0
"Mycobacterium sp. MS1601",101,35,85,23,61,18,117,37,33,48,54,10,17,15,0
"Mycobacterium sp. PYR15",0,0,0,0,0,0,298,0,0,0,0,0,0,0,0
"Mycobacterium sp. TY59",89,53,49,20,45,17,53,35,34,36,28,22,0,0,0
"Mycobacterium sp. WY10",226,0,0,0,0,0,77,0,0,0,0,0,0,0,0
"Mycobacterium sp. YC-RL4",138,96,98,90,82,0,168,67,25,52,85,37,0,17,0
"Mycobacterium spongiae",64,32,48,14,66,20,58,30,32,22,22,0,18,0,0
"Mycobacterium stomatepiae",66,22,50,18,40,14,94,36,30,22,38,20,22,12,0
"Mycobacterium tuberculosis",62,48,42,0,42,0,71,102,29,0,0,44,11,0,0
"Mycobacterium ulcerans",49,0,64,0,52,0,41,78,0,0,0,0,0,0,0
"Mycobacterium vicinigordonae",64,20,34,16,36,0,82,22,10,26,30,20,14,14,0
"Mycobacterium virginiense",94,28,58,22,35,29,53,40,20,25,21,34,11,17,0
"Mycobacterium xenopi",93,27,25,17,39,13,70,23,20,23,16,19,0,13,0
"Mycobacteroides [Mycobacterium] stephanolepidis",29,22,0,0,33,0,84,37,0,13,32,17,10,0,0
"Mycobacteroides abscessus",228,103,212,96,129,78,238,167,74,62,106,100,90,43,28
"Mycobacteroides chelonae",104,59,95,56,89,51,95,44,25,35,55,18,22,12,0
"Mycobacteroides immunogenum",62,34,53,37,40,34,41,33,26,23,16,28,0,19,0
"Mycobacteroides salmoniphilum",49,14,14,0,43,14,41,88,16,10,43,14,16,0,0
"Mycobacteroides saopaulense",50,20,35,0,25,17,43,20,13,11,22,0,0,11,0
"Mycolicibacillus parakoreensis",71,14,34,24,30,29,70,35,20,12,33,15,0,0,0
"Mycolicibacter hiberniae",72,22,45,20,32,16,65,50,16,14,34,10,18,0,0
"Mycolicibacter minnesotensis",82,26,30,24,30,10,59,48,30,29,42,12,16,16,0
"Mycolicibacter sinensis",204,120,152,0,296,0,130,107,169,0,0,68,83,64,0
"Mycolicibacter sp. MYC017",106,45,49,35,36,42,40,68,0,19,28,0,0,0,0
"Mycolicibacter sp. MYC098",82,37,86,29,51,12,105,40,54,0,19,21,41,0,0
"Mycolicibacter sp. MYC101",0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"Mycolicibacter sp. MYC123",0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
"Mycolicibacter sp. MYC340",57,14,58,27,49,10,76,42,31,28,14,38,22,16,0
"Mycolicibacter terrae",65,29,37,30,66,14,49,28,33,23,21,22,17,0,0
"Mycolicibacterium aichiense",74,18,52,30,48,24,64,24,18,26,30,28,12,12,0
"Mycolicibacterium alvei",92,28,34,30,22,14,60,28,40,15,28,22,11,0,0
"Mycolicibacterium anyangense",100,36,80,20,94,32,76,52,28,26,38,16,16,16,0
"Mycolicibacterium arabiense",114,38,110,40,86,40,92,44,26,24,50,14,20,0,0
"Mycolicibacterium aubagnense",88,27,69,17,41,15,62,23,12,24,23,20,12,10,0
"Mycolicibacterium aurum",76,30,62,44,48,30,114,32,48,26,34,24,20,0,10
"Mycolicibacterium austroafricanum",374,147,268,126,115,96,330,259,189,145,223,0,87,69,0
"Mycolicibacterium baixiangningiae",88,64,76,24,80,26,56,34,36,32,20,14,20,12,0
"Mycolicibacterium boenickei",246,65,146,57,100,47,127,67,31,34,52,51,31,19,0
"Mycolicibacterium celeriflavum",60,27,38,23,40,16,58,36,32,31,39,18,19,0,18
"Mycolicibacterium chitae",110,34,73,37,40,18,102,44,40,50,26,18,12,14,0
"Mycolicibacterium chubuense",78,36,58,27,46,29,98,21,38,33,43,21,22,24,0
"Mycolicibacterium confluentis",100,42,50,36,66,24,82,58,28,30,48,10,20,0,0
"Mycolicibacterium duvalii",97,33,34,37,85,38,122,60,26,42,48,0,19,0,0
"Mycolicibacterium fallax",104,48,77,43,66,29,118,47,33,36,53,21,15,0,0
"Mycolicibacterium farcinogenes",32,26,27,0,27,21,22,31,0,26,32,0,15,0,0
"Mycolicibacterium fluoranthenivorans",84,42,36,22,48,20,126,48,30,42,38,10,12,10,0
"Mycolicibacterium fortuitum",150,45,40,59,54,38,127,55,33,39,42,43,44,10,0
"Mycolicibacterium gadium",123,27,49,33,36,25,129,89,16,42,62,17,16,12,0
"Mycolicibacterium gilvum",88,25,48,31,46,56,131,38,20,55,39,28,18,13,0
"Mycolicibacterium hassiacum",63,42,57,31,50,22,139,42,36,38,37,23,17,0,0
"Mycolicibacterium helvum",78,52,74,26,60,22,78,32,30,32,32,10,0,0,0
"Mycolicibacterium insubricum",75,28,46,24,30,16,51,28,13,15,16,18,0,0,0
"Mycolicibacterium litorale",182,105,161,61,96,48,189,88,45,62,80,38,32,19,0
